Date,SKU,Style,Units_Sold,Price,Is_Holiday,Is_Promo
2023-02-07,SKU001,Shirt,10,107.64,0,0
2023-02-07,SKU002,Pants,8,129.17,0,0
2023-02-07,SKU003,Jacket,5,215.28,0,0
2023-02-07,SKU004,Dress,6,161.46,0,0
2023-02-07,SKU005,Skirt,6,139.93,0,0
2023-02-08,SKU001,Shirt,9,107.67,0,0
2023-02-08,SKU002,Pants,9,129.2,0,0
2023-02-08,SKU003,Jacket,7,215.34,0,0
2023-02-08,SKU004,Dress,6,161.5,0,0
2023-02-08,SKU005,Skirt,4,139.97,0,0
2023-02-09,SKU001,Shirt,9,107.7,0,0
2023-02-09,SKU002,Pants,9,129.24,0,0
2023-02-09,SKU003,Jacket,5,215.4,0,0
2023-02-09,SKU004,Dress,6,161.55,0,0
2023-02-09,SKU005,Skirt,6,140.01,0,0
2023-02-10,SKU001,Shirt,11,107.73,0,0
2023-02-10,SKU002,Pants,8,129.27,0,0
2023-02-10,SKU003,Jacket,6,215.45,0,0
2023-02-10,SKU004,Dress,5,161.59,0,0
2023-02-10,SKU005,Skirt,5,140.04,0,0
2023-02-11,SKU001,Shirt,11,107.75,0,0
2023-02-11,SKU002,Pants,9,129.3,0,0
2023-02-11,SKU003,Jacket,8,215.51,0,0
2023-02-11,SKU004,Dress,7,161.63,0,0
2023-02-11,SKU005,Skirt,5,140.08,0,0
2023-02-12,SKU001,Shirt,12,107.78,0,0
2023-02-12,SKU002,Pants,9,129.34,0,0
2023-02-12,SKU003,Jacket,8,215.56,0,0
2023-02-12,SKU004,Dress,8,161.67,0,0
2023-02-12,SKU005,Skirt,6,140.12,0,0
2023-02-13,SKU001,Shirt,12,107.81,0,0
2023-02-13,SKU002,Pants,7,129.37,0,0
2023-02-13,SKU003,Jacket,6,215.62,0,0
2023-02-13,SKU004,Dress,7,161.72,0,0
2023-02-13,SKU005,Skirt,5,140.15,0,0
2023-02-14,SKU001,Shirt,10,107.84,0,0
2023-02-14,SKU002,Pants,9,129.41,0,0
2023-02-14,SKU003,Jacket,5,215.68,0,0
2023-02-14,SKU004,Dress,7,161.76,0,0
2023-02-14,SKU005,Skirt,4,140.19,0,0
2023-02-15,SKU001,Shirt,9,107.87,0,0
2023-02-15,SKU002,Pants,8,129.44,0,0
2023-02-15,SKU003,Jacket,4,215.73,0,0
2023-02-15,SKU004,Dress,7,161.8,0,0
2023-02-15,SKU005,Skirt,4,140.23,0,0
2023-02-16,SKU001,Shirt,9,107.89,0,0
2023-02-16,SKU002,Pants,10,129.47,0,0
2023-02-16,SKU003,Jacket,7,215.79,0,0
2023-02-16,SKU004,Dress,6,161.84,0,0
2023-02-16,SKU005,Skirt,6,140.26,0,0
2023-02-17,SKU001,Shirt,9,107.92,0,0
2023-02-17,SKU002,Pants,9,129.51,0,0
2023-02-17,SKU003,Jacket,7,215.85,0,0
2023-02-17,SKU004,Dress,6,161.88,0,0
2023-02-17,SKU005,Skirt,5,140.3,0,0
2023-02-18,SKU001,Shirt,11,107.95,0,0
2023-02-18,SKU002,Pants,8,129.54,0,0
2023-02-18,SKU003,Jacket,6,215.9,0,0
2023-02-18,SKU004,Dress,8,161.93,0,0
2023-02-18,SKU005,Skirt,5,140.34,0,0
2023-02-19,SKU001,Shirt,10,107.98,0,0
2023-02-19,SKU002,Pants,9,129.58,0,0
2023-02-19,SKU003,Jacket,7,215.96,0,0
2023-02-19,SKU004,Dress,8,161.97,0,0
2023-02-19,SKU005,Skirt,6,140.37,0,0
2023-02-20,SKU001,Shirt,10,108.01,0,0
2023-02-20,SKU002,Pants,8,129.61,0,0
2023-02-20,SKU003,Jacket,6,216.02,0,0
2023-02-20,SKU004,Dress,7,162.01,0,0
2023-02-20,SKU005,Skirt,5,140.41,0,0
2023-02-21,SKU001,Shirt,12,108.04,0,0
2023-02-21,SKU002,Pants,9,129.64,0,0
2023-02-21,SKU003,Jacket,7,216.07,0,0
2023-02-21,SKU004,Dress,6,162.05,0,0
2023-02-21,SKU005,Skirt,5,140.45,0,0
2023-02-22,SKU001,Shirt,11,108.06,0,0
2023-02-22,SKU002,Pants,9,129.68,0,0
2023-02-22,SKU003,Jacket,7,216.13,0,0
2023-02-22,SKU004,Dress,7,162.1,0,0
2023-02-22,SKU005,Skirt,5,140.48,0,0
2023-02-23,SKU001,Shirt,8,108.09,0,0
2023-02-23,SKU002,Pants,9,129.71,0,0
2023-02-23,SKU003,Jacket,6,216.18,0,0
2023-02-23,SKU004,Dress,7,162.14,0,0
2023-02-23,SKU005,Skirt,4,140.52,0,0
2023-02-24,SKU001,Shirt,10,108.12,0,0
2023-02-24,SKU002,Pants,8,129.74,0,0
2023-02-24,SKU003,Jacket,6,216.24,0,0
2023-02-24,SKU004,Dress,8,162.18,0,0
2023-02-24,SKU005,Skirt,5,140.56,0,0
2023-02-25,SKU001,Shirt,12,108.15,0,0
2023-02-25,SKU002,Pants,10,129.78,0,0
2023-02-25,SKU003,Jacket,8,216.3,0,0
2023-02-25,SKU004,Dress,9,162.22,0,0
2023-02-25,SKU005,Skirt,6,140.59,0,0
2023-02-26,SKU001,Shirt,13,108.18,0,0
2023-02-26,SKU002,Pants,9,129.81,0,0
2023-02-26,SKU003,Jacket,8,216.35,0,0
2023-02-26,SKU004,Dress,8,162.27,0,0
2023-02-26,SKU005,Skirt,6,140.63,0,0
2023-02-27,SKU001,Shirt,9,108.21,0,0
2023-02-27,SKU002,Pants,8,129.85,0,0
2023-02-27,SKU003,Jacket,6,216.41,0,0
2023-02-27,SKU004,Dress,8,162.31,0,0
2023-02-27,SKU005,Skirt,5,140.67,0,0
2023-02-28,SKU001,Shirt,11,108.23,0,0
2023-02-28,SKU002,Pants,9,129.88,0,0
2023-02-28,SKU003,Jacket,7,216.47,0,0
2023-02-28,SKU004,Dress,7,162.35,0,0
2023-02-28,SKU005,Skirt,4,140.7,0,0
2023-03-01,SKU001,Shirt,14,108.26,1,0
2023-03-01,SKU002,Pants,14,129.91,1,0
2023-03-01,SKU003,Jacket,9,216.52,1,0
2023-03-01,SKU004,Dress,10,162.39,1,0
2023-03-01,SKU005,Skirt,9,140.74,1,0
2023-03-02,SKU001,Shirt,8,108.29,0,0
2023-03-02,SKU002,Pants,8,129.95,0,0
2023-03-02,SKU003,Jacket,6,216.58,0,0
2023-03-02,SKU004,Dress,6,162.44,0,0
2023-03-02,SKU005,Skirt,5,140.78,0,0
2023-03-03,SKU001,Shirt,8,108.32,0,0
2023-03-03,SKU002,Pants,7,129.98,0,0
2023-03-03,SKU003,Jacket,7,216.64,0,0
2023-03-03,SKU004,Dress,8,162.48,0,0
2023-03-03,SKU005,Skirt,4,140.81,0,0
2023-03-04,SKU001,Shirt,12,108.35,0,0
2023-03-04,SKU002,Pants,10,130.02,0,0
2023-03-04,SKU003,Jacket,7,216.69,0,0
2023-03-04,SKU004,Dress,7,162.52,0,0
2023-03-04,SKU005,Skirt,6,140.85,0,0
2023-03-05,SKU001,Shirt,11,108.37,0,0
2023-03-05,SKU002,Pants,8,130.05,0,0
2023-03-05,SKU003,Jacket,6,216.75,0,0
2023-03-05,SKU004,Dress,9,162.56,0,0
2023-03-05,SKU005,Skirt,7,140.89,0,0
2023-03-06,SKU001,Shirt,10,108.4,0,0
2023-03-06,SKU002,Pants,9,130.08,0,0
2023-03-06,SKU003,Jacket,6,216.81,0,0
2023-03-06,SKU004,Dress,7,162.6,0,0
2023-03-06,SKU005,Skirt,5,140.92,0,0
2023-03-07,SKU001,Shirt,11,108.43,0,0
2023-03-07,SKU002,Pants,8,130.12,0,0
2023-03-07,SKU003,Jacket,6,216.86,0,0
2023-03-07,SKU004,Dress,7,162.65,0,0
2023-03-07,SKU005,Skirt,6,140.96,0,0
2023-03-08,SKU001,Shirt,16,108.46,1,0
2023-03-08,SKU002,Pants,14,130.15,1,0
2023-03-08,SKU003,Jacket,9,216.92,1,0
2023-03-08,SKU004,Dress,13,162.69,1,0
2023-03-08,SKU005,Skirt,7,141.0,1,0
2023-03-09,SKU001,Shirt,10,108.49,0,0
2023-03-09,SKU002,Pants,8,130.19,0,0
2023-03-09,SKU003,Jacket,6,216.98,0,0
2023-03-09,SKU004,Dress,8,162.73,0,0
2023-03-09,SKU005,Skirt,6,141.03,0,0
2023-03-10,SKU001,Shirt,11,108.52,0,0
2023-03-10,SKU002,Pants,9,130.22,0,0
2023-03-10,SKU003,Jacket,6,217.03,0,0
2023-03-10,SKU004,Dress,7,162.77,0,0
2023-03-10,SKU005,Skirt,5,141.07,0,0
2023-03-11,SKU001,Shirt,14,108.54,0,0
2023-03-11,SKU002,Pants,9,130.25,0,0
2023-03-11,SKU003,Jacket,7,217.09,0,0
2023-03-11,SKU004,Dress,9,162.82,0,0
2023-03-11,SKU005,Skirt,6,141.11,0,0
2023-03-12,SKU001,Shirt,14,108.57,0,0
2023-03-12,SKU002,Pants,9,130.29,0,0
2023-03-12,SKU003,Jacket,6,217.15,0,0
2023-03-12,SKU004,Dress,9,162.86,0,0
2023-03-12,SKU005,Skirt,5,141.15,0,0
2023-03-13,SKU001,Shirt,10,108.6,0,0
2023-03-13,SKU002,Pants,9,130.32,0,0
2023-03-13,SKU003,Jacket,6,217.2,0,0
2023-03-13,SKU004,Dress,7,162.9,0,0
2023-03-13,SKU005,Skirt,5,141.18,0,0
2023-03-14,SKU001,Shirt,9,108.63,0,0
2023-03-14,SKU002,Pants,10,130.36,0,0
2023-03-14,SKU003,Jacket,6,217.26,0,0
2023-03-14,SKU004,Dress,6,162.94,0,0
2023-03-14,SKU005,Skirt,5,141.22,0,0
2023-03-15,SKU001,Shirt,10,108.66,0,0
2023-03-15,SKU002,Pants,11,130.39,0,0
2023-03-15,SKU003,Jacket,7,217.32,0,0
2023-03-15,SKU004,Dress,7,162.99,0,0
2023-03-15,SKU005,Skirt,5,141.26,0,0
2023-03-16,SKU001,Shirt,10,108.69,0,0
2023-03-16,SKU002,Pants,8,130.42,0,0
2023-03-16,SKU003,Jacket,6,217.37,0,0
2023-03-16,SKU004,Dress,8,163.03,0,0
2023-03-16,SKU005,Skirt,5,141.29,0,0
2023-03-17,SKU001,Shirt,10,108.72,0,0
2023-03-17,SKU002,Pants,8,130.46,0,0
2023-03-17,SKU003,Jacket,5,217.43,0,0
2023-03-17,SKU004,Dress,7,163.07,0,0
2023-03-17,SKU005,Skirt,4,141.33,0,0
2023-03-18,SKU001,Shirt,15,108.74,0,0
2023-03-18,SKU002,Pants,7,130.49,0,0
2023-03-18,SKU003,Jacket,5,217.49,0,0
2023-03-18,SKU004,Dress,8,163.12,0,0
2023-03-18,SKU005,Skirt,6,141.37,0,0
2023-03-19,SKU001,Shirt,13,108.77,0,0
2023-03-19,SKU002,Pants,9,130.53,0,0
2023-03-19,SKU003,Jacket,6,217.54,0,0
2023-03-19,SKU004,Dress,8,163.16,0,0
2023-03-19,SKU005,Skirt,5,141.4,0,0
2023-03-20,SKU001,Shirt,11,108.8,0,0
2023-03-20,SKU002,Pants,10,130.56,0,0
2023-03-20,SKU003,Jacket,5,217.6,0,0
2023-03-20,SKU004,Dress,7,163.2,0,0
2023-03-20,SKU005,Skirt,5,141.44,0,0
2023-03-21,SKU001,Shirt,8,108.83,0,0
2023-03-21,SKU002,Pants,8,130.59,0,0
2023-03-21,SKU003,Jacket,6,217.66,0,0
2023-03-21,SKU004,Dress,6,163.24,0,0
2023-03-21,SKU005,Skirt,5,141.48,0,0
2023-03-22,SKU001,Shirt,11,108.86,0,0
2023-03-22,SKU002,Pants,8,130.63,0,0
2023-03-22,SKU003,Jacket,6,217.71,0,0
2023-03-22,SKU004,Dress,7,163.29,0,0
2023-03-22,SKU005,Skirt,5,141.51,0,0
2023-03-23,SKU001,Shirt,9,108.89,0,0
2023-03-23,SKU002,Pants,8,130.66,0,0
2023-03-23,SKU003,Jacket,6,217.77,0,0
2023-03-23,SKU004,Dress,6,163.33,0,0
2023-03-23,SKU005,Skirt,4,141.55,0,0
2023-03-24,SKU001,Shirt,11,108.91,0,0
2023-03-24,SKU002,Pants,8,130.7,0,0
2023-03-24,SKU003,Jacket,6,217.83,0,0
2023-03-24,SKU004,Dress,7,163.37,0,0
2023-03-24,SKU005,Skirt,4,141.59,0,0
2023-03-25,SKU001,Shirt,11,108.94,0,0
2023-03-25,SKU002,Pants,9,130.73,0,0
2023-03-25,SKU003,Jacket,7,217.88,0,0
2023-03-25,SKU004,Dress,9,163.41,0,0
2023-03-25,SKU005,Skirt,6,141.63,0,0
2023-03-26,SKU001,Shirt,10,108.97,0,0
2023-03-26,SKU002,Pants,9,130.76,0,0
2023-03-26,SKU003,Jacket,8,217.94,0,0
2023-03-26,SKU004,Dress,8,163.46,0,0
2023-03-26,SKU005,Skirt,7,141.66,0,0
2023-03-27,SKU001,Shirt,12,109.0,0,0
2023-03-27,SKU002,Pants,6,130.8,0,0
2023-03-27,SKU003,Jacket,7,218.0,0,0
2023-03-27,SKU004,Dress,7,163.5,0,0
2023-03-27,SKU005,Skirt,5,141.7,0,0
2023-03-28,SKU001,Shirt,10,109.03,0,0
2023-03-28,SKU002,Pants,8,130.83,0,0
2023-03-28,SKU003,Jacket,6,218.06,0,0
2023-03-28,SKU004,Dress,6,163.54,0,0
2023-03-28,SKU005,Skirt,5,141.74,0,0
2023-03-29,SKU001,Shirt,11,109.06,0,0
2023-03-29,SKU002,Pants,8,130.87,0,0
2023-03-29,SKU003,Jacket,6,218.11,0,0
2023-03-29,SKU004,Dress,6,163.58,0,0
2023-03-29,SKU005,Skirt,5,141.77,0,0
2023-03-30,SKU001,Shirt,11,109.08,0,0
2023-03-30,SKU002,Pants,9,130.9,0,0
2023-03-30,SKU003,Jacket,7,218.17,0,0
2023-03-30,SKU004,Dress,7,163.63,0,0
2023-03-30,SKU005,Skirt,5,141.81,0,0
2023-03-31,SKU001,Shirt,12,109.11,0,0
2023-03-31,SKU002,Pants,9,130.94,0,0
2023-03-31,SKU003,Jacket,6,218.23,0,0
2023-03-31,SKU004,Dress,7,163.67,0,0
2023-03-31,SKU005,Skirt,5,141.85,0,0
2023-04-01,SKU001,Shirt,17,98.23,0,1
2023-04-01,SKU002,Pants,12,117.87,0,1
2023-04-01,SKU003,Jacket,10,196.45,0,1
2023-04-01,SKU004,Dress,11,147.34,0,1
2023-04-01,SKU005,Skirt,6,127.7,0,1
2023-04-02,SKU001,Shirt,15,98.25,0,1
2023-04-02,SKU002,Pants,14,117.9,0,1
2023-04-02,SKU003,Jacket,9,196.51,0,1
2023-04-02,SKU004,Dress,11,147.38,0,1
2023-04-02,SKU005,Skirt,7,127.73,0,1
2023-04-03,SKU001,Shirt,13,98.28,0,1
2023-04-03,SKU002,Pants,10,117.93,0,1
2023-04-03,SKU003,Jacket,9,196.56,0,1
2023-04-03,SKU004,Dress,8,147.42,0,1
2023-04-03,SKU005,Skirt,7,127.76,0,1
2023-04-04,SKU001,Shirt,14,98.3,0,1
2023-04-04,SKU002,Pants,10,117.97,0,1
2023-04-04,SKU003,Jacket,7,196.61,0,1
2023-04-04,SKU004,Dress,8,147.46,0,1
2023-04-04,SKU005,Skirt,6,127.8,0,1
2023-04-05,SKU001,Shirt,12,98.33,0,1
2023-04-05,SKU002,Pants,9,118.0,0,1
2023-04-05,SKU003,Jacket,8,196.66,0,1
2023-04-05,SKU004,Dress,10,147.5,0,1
2023-04-05,SKU005,Skirt,7,127.83,0,1
2023-04-06,SKU001,Shirt,13,98.36,0,1
2023-04-06,SKU002,Pants,9,118.03,0,1
2023-04-06,SKU003,Jacket,7,196.71,0,1
2023-04-06,SKU004,Dress,8,147.53,0,1
2023-04-06,SKU005,Skirt,7,127.86,0,1
2023-04-07,SKU001,Shirt,13,98.38,0,1
2023-04-07,SKU002,Pants,10,118.06,0,1
2023-04-07,SKU003,Jacket,7,196.76,0,1
2023-04-07,SKU004,Dress,9,147.57,0,1
2023-04-07,SKU005,Skirt,6,127.9,0,1
2023-04-08,SKU001,Shirt,14,109.34,0,0
2023-04-08,SKU002,Pants,9,131.21,0,0
2023-04-08,SKU003,Jacket,7,218.68,0,0
2023-04-08,SKU004,Dress,9,164.01,0,0
2023-04-08,SKU005,Skirt,6,142.14,0,0
2023-04-09,SKU001,Shirt,12,109.37,0,0
2023-04-09,SKU002,Pants,8,131.24,0,0
2023-04-09,SKU003,Jacket,7,218.74,0,0
2023-04-09,SKU004,Dress,8,164.05,0,0
2023-04-09,SKU005,Skirt,6,142.18,0,0
2023-04-10,SKU001,Shirt,10,109.4,0,0
2023-04-10,SKU002,Pants,9,131.28,0,0
2023-04-10,SKU003,Jacket,6,218.8,0,0
2023-04-10,SKU004,Dress,8,164.1,0,0
2023-04-10,SKU005,Skirt,5,142.22,0,0
2023-04-11,SKU001,Shirt,10,109.43,0,0
2023-04-11,SKU002,Pants,9,131.31,0,0
2023-04-11,SKU003,Jacket,6,218.85,0,0
2023-04-11,SKU004,Dress,8,164.14,0,0
2023-04-11,SKU005,Skirt,4,142.26,0,0
2023-04-12,SKU001,Shirt,12,109.46,0,0
2023-04-12,SKU002,Pants,8,131.35,0,0
2023-04-12,SKU003,Jacket,6,218.91,0,0
2023-04-12,SKU004,Dress,7,164.18,0,0
2023-04-12,SKU005,Skirt,5,142.29,0,0
2023-04-13,SKU001,Shirt,11,109.48,0,0
2023-04-13,SKU002,Pants,9,131.38,0,0
2023-04-13,SKU003,Jacket,6,218.97,0,0
2023-04-13,SKU004,Dress,7,164.23,0,0
2023-04-13,SKU005,Skirt,6,142.33,0,0
2023-04-14,SKU001,Shirt,9,109.51,0,0
2023-04-14,SKU002,Pants,9,131.42,0,0
2023-04-14,SKU003,Jacket,6,219.03,0,0
2023-04-14,SKU004,Dress,7,164.27,0,0
2023-04-14,SKU005,Skirt,6,142.37,0,0
2023-04-15,SKU001,Shirt,12,109.54,0,0
2023-04-15,SKU002,Pants,10,131.45,0,0
2023-04-15,SKU003,Jacket,8,219.08,0,0
2023-04-15,SKU004,Dress,6,164.31,0,0
2023-04-15,SKU005,Skirt,6,142.4,0,0
2023-04-16,SKU001,Shirt,13,109.57,0,0
2023-04-16,SKU002,Pants,10,131.48,0,0
2023-04-16,SKU003,Jacket,7,219.14,0,0
2023-04-16,SKU004,Dress,8,164.35,0,0
2023-04-16,SKU005,Skirt,6,142.44,0,0
2023-04-17,SKU001,Shirt,13,109.6,0,0
2023-04-17,SKU002,Pants,9,131.52,0,0
2023-04-17,SKU003,Jacket,6,219.2,0,0
2023-04-17,SKU004,Dress,7,164.4,0,0
2023-04-17,SKU005,Skirt,5,142.48,0,0
2023-04-18,SKU001,Shirt,11,109.63,0,0
2023-04-18,SKU002,Pants,9,131.55,0,0
2023-04-18,SKU003,Jacket,7,219.25,0,0
2023-04-18,SKU004,Dress,7,164.44,0,0
2023-04-18,SKU005,Skirt,6,142.52,0,0
2023-04-19,SKU001,Shirt,9,109.66,0,0
2023-04-19,SKU002,Pants,8,131.59,0,0
2023-04-19,SKU003,Jacket,6,219.31,0,0
2023-04-19,SKU004,Dress,7,164.48,0,0
2023-04-19,SKU005,Skirt,6,142.55,0,0
2023-04-20,SKU001,Shirt,11,109.68,0,0
2023-04-20,SKU002,Pants,9,131.62,0,0
2023-04-20,SKU003,Jacket,7,219.37,0,0
2023-04-20,SKU004,Dress,8,164.53,0,0
2023-04-20,SKU005,Skirt,6,142.59,0,0
2023-04-21,SKU001,Shirt,9,109.71,0,0
2023-04-21,SKU002,Pants,9,131.66,0,0
2023-04-21,SKU003,Jacket,6,219.43,0,0
2023-04-21,SKU004,Dress,7,164.57,0,0
2023-04-21,SKU005,Skirt,5,142.63,0,0
2023-04-22,SKU001,Shirt,11,109.74,0,0
2023-04-22,SKU002,Pants,10,131.69,0,0
2023-04-22,SKU003,Jacket,8,219.48,0,0
2023-04-22,SKU004,Dress,10,164.61,0,0
2023-04-22,SKU005,Skirt,6,142.66,0,0
2023-04-23,SKU001,Shirt,11,109.77,0,0
2023-04-23,SKU002,Pants,10,131.72,0,0
2023-04-23,SKU003,Jacket,6,219.54,0,0
2023-04-23,SKU004,Dress,8,164.66,0,0
2023-04-23,SKU005,Skirt,6,142.7,0,0
2023-04-24,SKU001,Shirt,7,109.8,0,0
2023-04-24,SKU002,Pants,8,131.76,0,0
2023-04-24,SKU003,Jacket,6,219.6,0,0
2023-04-24,SKU004,Dress,6,164.7,0,0
2023-04-24,SKU005,Skirt,5,142.74,0,0
2023-04-25,SKU001,Shirt,11,109.83,0,0
2023-04-25,SKU002,Pants,7,131.79,0,0
2023-04-25,SKU003,Jacket,5,219.66,0,0
2023-04-25,SKU004,Dress,8,164.74,0,0
2023-04-25,SKU005,Skirt,5,142.78,0,0
2023-04-26,SKU001,Shirt,9,109.86,0,0
2023-04-26,SKU002,Pants,8,131.83,0,0
2023-04-26,SKU003,Jacket,6,219.71,0,0
2023-04-26,SKU004,Dress,7,164.78,0,0
2023-04-26,SKU005,Skirt,5,142.81,0,0
2023-04-27,SKU001,Shirt,10,109.89,0,0
2023-04-27,SKU002,Pants,7,131.86,0,0
2023-04-27,SKU003,Jacket,6,219.77,0,0
2023-04-27,SKU004,Dress,6,164.83,0,0
2023-04-27,SKU005,Skirt,5,142.85,0,0
2023-04-28,SKU001,Shirt,9,109.91,0,0
2023-04-28,SKU002,Pants,8,131.9,0,0
2023-04-28,SKU003,Jacket,5,219.83,0,0
2023-04-28,SKU004,Dress,7,164.87,0,0
2023-04-28,SKU005,Skirt,5,142.89,0,0
2023-04-29,SKU001,Shirt,10,109.94,0,0
2023-04-29,SKU002,Pants,10,131.93,0,0
2023-04-29,SKU003,Jacket,7,219.89,0,0
2023-04-29,SKU004,Dress,9,164.91,0,0
2023-04-29,SKU005,Skirt,6,142.93,0,0
2023-04-30,SKU001,Shirt,13,109.97,0,0
2023-04-30,SKU002,Pants,10,131.97,0,0
2023-04-30,SKU003,Jacket,8,219.94,0,0
2023-04-30,SKU004,Dress,10,164.96,0,0
2023-04-30,SKU005,Skirt,5,142.96,0,0
2023-05-01,SKU001,Shirt,11,110.0,0,0
2023-05-01,SKU002,Pants,10,132.0,0,0
2023-05-01,SKU003,Jacket,6,220.0,0,0
2023-05-01,SKU004,Dress,7,165.0,0,0
2023-05-01,SKU005,Skirt,5,143.0,0,0
2023-05-02,SKU001,Shirt,9,110.03,0,0
2023-05-02,SKU002,Pants,7,132.03,0,0
2023-05-02,SKU003,Jacket,6,220.06,0,0
2023-05-02,SKU004,Dress,6,165.04,0,0
2023-05-02,SKU005,Skirt,5,143.04,0,0
2023-05-03,SKU001,Shirt,11,110.06,0,0
2023-05-03,SKU002,Pants,8,132.07,0,0
2023-05-03,SKU003,Jacket,6,220.11,0,0
2023-05-03,SKU004,Dress,8,165.09,0,0
2023-05-03,SKU005,Skirt,6,143.07,0,0
2023-05-04,SKU001,Shirt,11,110.09,0,0
2023-05-04,SKU002,Pants,9,132.1,0,0
2023-05-04,SKU003,Jacket,6,220.17,0,0
2023-05-04,SKU004,Dress,7,165.13,0,0
2023-05-04,SKU005,Skirt,5,143.11,0,0
2023-05-05,SKU001,Shirt,11,110.11,0,0
2023-05-05,SKU002,Pants,7,132.14,0,0
2023-05-05,SKU003,Jacket,6,220.23,0,0
2023-05-05,SKU004,Dress,7,165.17,0,0
2023-05-05,SKU005,Skirt,5,143.15,0,0
2023-05-06,SKU001,Shirt,12,110.14,0,0
2023-05-06,SKU002,Pants,9,132.17,0,0
2023-05-06,SKU003,Jacket,6,220.29,0,0
2023-05-06,SKU004,Dress,8,165.22,0,0
2023-05-06,SKU005,Skirt,6,143.19,0,0
2023-05-07,SKU001,Shirt,11,110.17,0,0
2023-05-07,SKU002,Pants,10,132.21,0,0
2023-05-07,SKU003,Jacket,7,220.34,0,0
2023-05-07,SKU004,Dress,9,165.26,0,0
2023-05-07,SKU005,Skirt,7,143.22,0,0
2023-05-08,SKU001,Shirt,10,110.2,0,0
2023-05-08,SKU002,Pants,8,132.24,0,0
2023-05-08,SKU003,Jacket,6,220.4,0,0
2023-05-08,SKU004,Dress,7,165.3,0,0
2023-05-08,SKU005,Skirt,5,143.26,0,0
2023-05-09,SKU001,Shirt,10,110.23,0,0
2023-05-09,SKU002,Pants,8,132.28,0,0
2023-05-09,SKU003,Jacket,7,220.46,0,0
2023-05-09,SKU004,Dress,7,165.35,0,0
2023-05-09,SKU005,Skirt,4,143.3,0,0
2023-05-10,SKU001,Shirt,11,110.26,0,0
2023-05-10,SKU002,Pants,6,132.31,0,0
2023-05-10,SKU003,Jacket,6,220.52,0,0
2023-05-10,SKU004,Dress,8,165.39,0,0
2023-05-10,SKU005,Skirt,4,143.34,0,0
2023-05-11,SKU001,Shirt,13,110.29,0,0
2023-05-11,SKU002,Pants,9,132.35,0,0
2023-05-11,SKU003,Jacket,6,220.58,0,0
2023-05-11,SKU004,Dress,8,165.43,0,0
2023-05-11,SKU005,Skirt,4,143.37,0,0
2023-05-12,SKU001,Shirt,11,110.32,0,0
2023-05-12,SKU002,Pants,8,132.38,0,0
2023-05-12,SKU003,Jacket,6,220.63,0,0
2023-05-12,SKU004,Dress,7,165.47,0,0
2023-05-12,SKU005,Skirt,5,143.41,0,0
2023-05-13,SKU001,Shirt,13,110.35,0,0
2023-05-13,SKU002,Pants,9,132.41,0,0
2023-05-13,SKU003,Jacket,6,220.69,0,0
2023-05-13,SKU004,Dress,9,165.52,0,0
2023-05-13,SKU005,Skirt,5,143.45,0,0
2023-05-14,SKU001,Shirt,11,110.37,0,0
2023-05-14,SKU002,Pants,9,132.45,0,0
2023-05-14,SKU003,Jacket,7,220.75,0,0
2023-05-14,SKU004,Dress,8,165.56,0,0
2023-05-14,SKU005,Skirt,5,143.49,0,0
2023-05-15,SKU001,Shirt,13,110.4,0,0
2023-05-15,SKU002,Pants,8,132.48,0,0
2023-05-15,SKU003,Jacket,7,220.81,0,0
2023-05-15,SKU004,Dress,6,165.6,0,0
2023-05-15,SKU005,Skirt,5,143.52,0,0
2023-05-16,SKU001,Shirt,9,110.43,0,0
2023-05-16,SKU002,Pants,7,132.52,0,0
2023-05-16,SKU003,Jacket,6,220.86,0,0
2023-05-16,SKU004,Dress,9,165.65,0,0
2023-05-16,SKU005,Skirt,3,143.56,0,0
2023-05-17,SKU001,Shirt,9,110.46,0,0
2023-05-17,SKU002,Pants,7,132.55,0,0
2023-05-17,SKU003,Jacket,7,220.92,0,0
2023-05-17,SKU004,Dress,6,165.69,0,0
2023-05-17,SKU005,Skirt,5,143.6,0,0
2023-05-18,SKU001,Shirt,11,110.49,0,0
2023-05-18,SKU002,Pants,8,132.59,0,0
2023-05-18,SKU003,Jacket,8,220.98,0,0
2023-05-18,SKU004,Dress,8,165.73,0,0
2023-05-18,SKU005,Skirt,5,143.64,0,0
2023-05-19,SKU001,Shirt,10,110.52,0,0
2023-05-19,SKU002,Pants,7,132.62,0,0
2023-05-19,SKU003,Jacket,6,221.04,0,0
2023-05-19,SKU004,Dress,6,165.78,0,0
2023-05-19,SKU005,Skirt,4,143.67,0,0
2023-05-20,SKU001,Shirt,12,110.55,0,0
2023-05-20,SKU002,Pants,10,132.66,0,0
2023-05-20,SKU003,Jacket,7,221.09,0,0
2023-05-20,SKU004,Dress,9,165.82,0,0
2023-05-20,SKU005,Skirt,5,143.71,0,0
2023-05-21,SKU001,Shirt,13,110.58,0,0
2023-05-21,SKU002,Pants,9,132.69,0,0
2023-05-21,SKU003,Jacket,8,221.15,0,0
2023-05-21,SKU004,Dress,8,165.86,0,0
2023-05-21,SKU005,Skirt,5,143.75,0,0
2023-05-22,SKU001,Shirt,12,110.6,0,0
2023-05-22,SKU002,Pants,9,132.73,0,0
2023-05-22,SKU003,Jacket,6,221.21,0,0
2023-05-22,SKU004,Dress,7,165.91,0,0
2023-05-22,SKU005,Skirt,5,143.79,0,0
